participant,speech.sample,motion.expression.type
154,&um y es listo para escalar el trampolín y [/] &um y saltar la piscina,VN
154,&um y es listo para escalar el trampolín y [/] &um y saltar la piscina,VN
154,y ir en el cielo ,VPN
154,Mr Bean <está tratando> [//] estaba tratado de como entrar en la barrera,VPN
154,&um Mr Bean está &um saltando <en la> [//] en el calle en un pie,VPN
154,está saltando pequeñitos saltas ,V
154,Mr Bean está caminando en la carretera ,VPN
154,está montando el tren,VN
154,&um pero está saltando en el aire,VPN
154,pero cae al suelo en una manera muy dramática,VPN
154,y está (1)moviendo en una manera muy rara,V
154,está como muviendo [: (1)moviendo] [*] en el piso en su estómago y con sus &um piernas,VPN
154,aquí &um Mr Bean está entrando un fotomatón,VN
154,&um &um entra como en el lugar,VPN
154,pero Mr Bean &um caminando por las escaleras para entrar a su destinación,VPN
154,pero Mr Bean &um caminando por las escaleras para entrar a su destinación,VPN
154,y en este (1)video está saliendo del coche &um amarillo,VPN
154,&um en este (1)video Mr Bean está caminando por el calle,VPN
154,y &um al final él entra a la tienda,VPN
154,&um entra como en una manera como al principio lento,V
154,pero luego empieza de caminar rápidamente hasta la puerta,VPN
154,y está como tratando de brincar como y lanzar sus piernas en al aire,V
154,que está &um como saliendo del estación,VPN
154,entonces no puede ir &um a su destinación preferido,VPN
154,y rápidamente empieza a caminar hasta el tobogán,VPN
154,y él vea [: ve] [*] como muy ansioso y listo para ir en el tobogán,VPN
154,y &um cuando empieza a realmente bailar,V
154,que está encargada de las personas con etiquetas para entrar al tren,VPN
154,que sólo está tratando de caminar hacia el andén sin comprar una etiqueta,VPN
154,y &um está brincando con como la media arriba de su cuerpo es como más como bajo,V
154,que está pasa está parando al Mr Bean,V
154,que está pasa está parando al Mr Bean,VPN
154,aquí Mr Bean está saliendo de su habitación,VPN
154,&um cuando está saliendo al principio <está leyendo> [/] &um está leyendo sus &um documentos o correos,V
154,y está brincando en un pie,V
154,y &um está brincando con como la media arriba de su cuerpo es como más como bajo,V
154,Mr Bean está entrando a su habitación o quizá a su (1)apartamento,VPN
154,y &um está moviendo como a principio como brincas pequeños,V
154,&um en este video &um Mr Bean está caminando en el andén &um de los trenes,VPN
154,y Mr Bean está caminando de una manera un poco raro,V
154,y está &um escalando las escaleras,VN
154,que está &um siguiendo al otro,VPN
154,que está siguiendo ,V
154,está corriendo &um en el otro dirección del hombre,VPN
154,que está siguiéndolo,V
154,señor Bean <se escapa> [//] se está escapado [: escapando] [*] del perro,VPN
154,aquí Mr Bean se (1)va corriendo,V
154,corriendo no tan rápido,V
154,que está corriendo lentamente,V
154,y [/] y &um sale del coche &um muy (1)agresivamente,VPN
154,&um aquí Mr Bean está brincando en un pie en la calle,VPN
154,cuando sólo tiene un pie para caminar,V
154,(1)va a parar,V
154,aquí &um está corriendo con quizás un [/] &um un juego o un dulce para un perrito,V
154,y hay un perro &um siguiendo a Mr Bean,VPN
154,si puede &um escapar ,V
154,que no (1)va a dejar Mr Bean pasar,V
154,que &um está caminando hacia detrás para entrar al andén,VPN
154,que está saliendo del andén,VPN
154,en (1)vez de entrando,V
154,y sólo está tratando de entrar sin pagar,V
154,&um su billete está (1)volando por el aire ,VPN
154,y &um está (1)moviendo de una manera xxx,V
154,también cuando está (1)moviendo ,V
154,sus pies se (1)van como de un lado al otro,VPN
154,en (1)vez de sólo correr hacia el frente,VPN
154,y &um actualmente la dentista cae al piso,VPN
154,y el equipo se cae también en [/] &um en su cuerpo,VPN
154,antes de que cae,V
154,&um sí no está (1)moviéndolo como en un (2)movimiento sólo,V
154,&um entre [: entra] [*] al laboratorio,VPN
154,y (1)ve muy &um interesado y emocionado para entrar y estar allí,V
154,pero cuando entra,V
154,para que &um puede brincar desde &um este plataforma hasta la piscina,VPN
154,hay (1)varios escaleras para subir,V
154,aquí &um Mr Bean está saliendo de un &um fotomatón,VPN
154,se (1)mueva a un lado para que se puede salir ,VPN
154,se (1)mueva a un lado para que se puede salir ,V
154,y luego &um lo (1)mueva <para que es> [//] &um para que no puede salir o entrar,V
154,y luego &um lo (1)mueva <para que es> [//] &um para que no puede salir o entrar,V
154,y luego &um lo (1)mueva <para que es> [//] &um para que no puede salir o entrar,V
154,aquí Mr Bean se (1)va corriendo,V
154,pero está corriendo con sus manos enfrente de su cuerpo tratando de obtenerlo y tomarlo,V
154,&um él está corriendo muy rápidamente,V
154,en (1)varios estos (2)videos está corriendo,V
154,y [/] &um y entra por el puerto [: puerta] [*],VPN
154,sus &um brazos y manos están (1)moviendo en círculos,V
154,y &um al principio sus pies se (1)muevan como un pie detrás del otro,V
154,pero al fin sus pies están brincando juntos,V
154,pero está (1)moviendo muy (2)agresivamente,V
154,y está tratando de &um seguir su billete,VN
154,y está escalando las escaleras para &um ir en un plataforma &um en la piscina,VN
154,y está escalando las escaleras para &um ir en un plataforma &um en la piscina,VPN
154,pero corriendo en la carretera,VPN
154,&um está siguiendo un carro,VN
154,porque está brincando,V
154,porque está siguiendo el [//] la [//] el carro,VN
154,Mr Bean está corriendo hasta una ta(quilla) [/] taquilla,VPN
154,porque el perro está siguiéndolo [//] siguiendo a él,VPN
154,&um Mr Bean está caminando por el calle,VPN
154,y está empezando a caer,V
154,y está moviéndolo &um,V
154,y está brincando,V
154,y entre [: entrar] la sala,VN
154,aquí Mr Bean está corriendo con [//] por el parque,VPN
154,sus brazos están (1)moviendo de un lado por otro [/] otro,VPN
154,pero al fin empieza a parar,V
154,como (1)va muy rápido hasta &um muy lento,V
154,y luego al fin para completamente,V
154,y salga &um para salir,V
154,y salga &um para salir,V
154,y está sentado en &um (1)varios libros para que puede (2)ver fuer a de la cara,VPN
154,aquí Mr Bean está corriendo en un pie por <la calle> [//] el calle,VPN
154,y hay muchas personas son caminando muy relajados muy lentamente,V
154,y él está brincando en ese [/] ese pie sólo,V
154,entonces es como empieza a brincar más y más rápido,V
154,aquí &um Mr Bean está entrando a una sala,VPN
154,entra por puertas,VPN
154,pero aquí en este (1)video Mr Bean está corriendo en círculos por la manta,VPN
154,y está (1)moviendo en una manera rara,V
154,que él (1)va a caer casi,V
154,como su [/] su cuerpo se &um acerca a la manta y su bebida,VPN
154,quizás para (1)ver si hay más carros &um (2)viniendo ,V
154,y está como realmente está caminando rápidamente,V
154,no corriendo,V
154,pero (1)moviendo con +...,V
154,aquí &um el sombrero sólo está como (1)elevando sus mis(mo) (2)elevando al cielo,VPN
154,sombrero está como escalando hasta al cielo,VPN
154,y inmediatamente cae al suelo,VPN
154,cuando <los dos se> [/] los dos se caen,V
154,el hombre como que cayó al suelo &um está (1)vestido en un traje elegante también,VPN
154,cuando se cayó,V
154,porque se cayó,V
154,quizás &um para entrar &um al andén para el tren necesitas pagar para una &um etiqueta,VPN
154,entonces está tratando de entrar sin pagar,V
154,&um en su saco está (1)moviendo por [/] &um por el piso,VPN
154,y &um no está caminando,V
154,está (1)moviendo su cuerpo horizonalmente@n,V
154,usa una (1)llave para entrar,V
154,y cuando entra,V
154,aquí Mr Bean está escalando las escaleras,VN
154,y sale Mr Bean ,V
154,porque está caminando en una manera muy rara,V
154,cuando sale del buzón,VPN
154,entonces sí está (1)moviendo como de una manera de los ancianos,V
154,aquí Mr Bean está corriendo con un perro,V
154,&um Mr Bean está corriendo como +...,V
154,está corriendo pero un poco lentamente,V
154,&um como sus [/] sus piernas son &um sus piernas son # como (1)moviendo erradicamente@n un poco,V
154,y aquí está brincando muy (1)agresivamente en su libro,VPN
154,aquí Mr Bean otra (1)vez sólo está brincando en un pie,V
154,pero necesita brincar,V
154,no puede quedarse sin (1)mover,V
154,pero al fin empieza a parar,V
154,que está tratando de pasear por &um un lugar,VPN
154,y &um en la escena está entrando a su habitación,VPN
154,y está corriendo,V
154,él está entrando,V
154,que está tratando de pasear por &um un lugar,VPN
154,y &um en la escena está entrando a su habitación,VPN
154,&um cuando está escalando las escaleras,VN
154,si está llegando aquí desde su trabajo,VN
154,y todas las días él &um entró a la naturaleza con su amigo José el niño José ,VPN
154,y cuando entraban a la naturaleza siempre trataban de encontrar &um otros amigos,VPN
154,abrió el jarro y salió,V
154,entonces fui,V
154,para (1)ver si quizás no ha salido por la (2)ventana ,VPN
154,al fin decidieron que la rana ha salido por la (1)ventana,VPN
154,el perro se cayó de la (1)ventana <con la jar(ro)> [//] con el jarro que está echo de (2)vidrio,VPN
154,el niño y su perro fueron en el bosque la naturaleza donde encontraron a la rana,VPN
154,y una [/] una ardilla salió del hueco,VPN
154,el panal de abejas cayó,V
154,el niño estaba escalando las árboles y llamando en cualquier hueco para su rana,VN
154,<los abejas> [//] las abejas &um (1)volaron al perro,VPN
154,y el perro corría muy rapidamente para [/] para &um faltar dañarse,V
154,además un búho salió del otro hueco,VPN
154,y resultó en el niño &um <cayando [: cayendo] [*]> [/] cayando [: cayendo] [*] del árbol,VPN
154,el búho siguió el niño,VN
154,y el niño llegó a [/] a una piedra,VPN
154,el niño escaló la piedra y continuó a llamar para su rana,VN
154,y empezó a correr rapidamente,V
154,pero el perro siguió también,V
154,y estaban corriendo en un lugar muy peligroso,VPN
154,y el niño y el perro cayeron en un estanque relajado,VPN
154,llegaron a un tronco ,VPN
154,escalaron el tronco,VN
154,el niño José y su perro fueron a la cama para descansarse,VPN
154,y fue su oportunidad para escapar,V
154,fui a ver su perro,V
154,vayeron [: fueron] [*] del precipicio ,VPN
154,cuando llegaron al bosque,VPN
154,pero el niño <no tuvió [: (1)tuvo] [*]> [/] &um no tuvió [: (2)tuvo] [*] ningún (3)nervio sobre ir a la rana,VPN
154,pero el niño tropezó sobre el tronco,VPN
154,el niño cayó en el agua,VPN
154,el perro se cayó también <con su cabezas> [//] con su cabeza completamente dentro del [//] de la agua,V
154,pero cuando el niño salió del estanque,VPN
154,<la ran(a)> [/] la rana brincó hasta [//] &um fuera del nenúfar,VPN
154,la rana fue,V
154,la rana sentó en el tronco con un sonrisa en su cara ,VPN
154,iba a entrar a cualquier cuerpo de agua,VPN
154,salió del estanque,VPN
154,y la rana se cayó al estanque otra (1)vez ,VPN
154,salió a una piedra para esconder del niño,VPN
154,los [//] el niño y el perro salieron del bosque muy enfadados,VPN
154,entró a la casa del niño,VPN
154,lleg(ó) [/] llegó a la bañera ,VPN
154,quizás fue su momento para entrar y (1)ver a sus (2)nuevos amigos,V
154,y [/] y el niño fue listo a caer en la agua ,VPN
154,&um una día un niño y sus amigos la tortuga el perrito y la rana fueron hasta el parque para encontrar una (1)nueva (2)aventura,VPN
154,en su ruta el rana brincó de la cubeta,VPN
154,y el niño siguió caminando sin (1)ver,V
154,la rana se brincó al su canasta de comida quizás para encontrar algo delicioso para su mismo,VPN
154,los gafas del hombre se cayeron de su cabeza,VPN
154,la rana se salió corriendo,V
154,la rana se salió corriendo,V
154,y brincó en [/] en otro dirección lo más rapido ,VPN
154,"el hombre se empezó a caer [/] caer en la +/. +, caer atrás [/] atrás del parque ",VPN
154,brincó hasta el barco ,VPN
154,cuando la rana brincó en el barco ,VPN
154,se cayó en el estanque,VPN
154,y su barco pequeñito empezó a hundir ,V
154,y su mamá necesitaba entrar el estanque para encontrarlo,VN
154,fortunadamente [: afortunadamente] [*] la rana se salí de la escena rápidamente para que no podría dar pena el niño ni su mama dar daño,VPN
154,después de salir [/] salir estanque,VN
154,y como siempre la rana se brincó a una cosa (1)nueva,VPN
154,el cochecito se cayó,V
154,y el gato se lanzó a sí misma hasta la rana,VPN
154,la rana se brincó sobre del bote de basura,VPN
154,y lo asustó para que salía,V
154,y le asustó para que salía,V
154,<en un> [/] en un acto de pánico la rana se brincó ha(sta) [/] hasta el bolsillo del niño,VPN
154,y de repente se salió para el día quedando triste &um el perro y la tortuga sin [/] sin (1)ver,V
154,que la rana también <se fui> [//] se fue con el niño,V
154,se fui [^ eng: I think] ,V
154,necesitaban entrar [/] &um entrar un coche para llegar hasta el restaurante elegante,VN
154,necesitaban entrar [/] &um entrar un coche para llegar hasta el restaurante elegante,VPN
154,a salir de su casa había un portero para ayudarte entrar el coche,VPN
154,a salir de su casa había un portero para ayudarte entrar el coche,VN
154,cuando llegaron hasta el restaurante,VPN
154,la familia se sentó para pedir su comida,V
154,cuando llegó al restaurante,VPN
154,de repente la rana se brincó del bolsillo del niño hasta el saxofón,VPN
154,de repente la rana se brincó del bolsillo del niño hasta el saxofón,VPN
154,cuando <la rana> [/] la rana se entró al saxofón,VPN
154,el música no estaba saliendo del saxofón,VPN
154,de repente una rana se cayó en la cara de el músico,VPN
154,que <(1)va a caer> [//] iba a caer,V
154,sí el músico se cayó en el tambor rompiéndolo,VPN
154,que brincó en una ensalada de [/] &um <de los> [//] de las personas asistiendo el restaurante esta noche,VPN
154,la ensalada llegó del mesero hasta una mesa,VPN
154,la ensalada llegó del mesero hasta una mesa,VPN
154,y instantemente@n salió la rana ,V
154,y otra (1)vez la mujer se cayó <de las> [//] de su silla ,VPN
154,y la rana se brincó del ensalada,VPN
154,en un proceso de brincar de la mesa se cayó su copa de (1)vino también,VPN
154,en un proceso de brincar de la mesa se cayó su copa de (1)vino también,V
154,y después de salir de la ensalada la rana se cayó en una copa de (1)vino lleno,VPN
154,y después de salir de la ensalada la rana se cayó en una copa de (1)vino lleno,VPN
154,la mujer y su (1)novio salieron del restaurante,VPN
154,con la rana en mano el mesero se fui para salir,V
154,con la rana en mano el mesero se fui para salir,V
154,<si sólo> [/] si sólo regresa la rana a su dueño,VPN
154,que pueden regresar la rana al hijo,VPN
154,si todos se (1)vayan ,V
154,entonces enfadadamente toda la familia se salió del restaurante,VPN
154,y cuando regresaron a casa,VPN
154,pero cuando se regró [: regresó] [*] [//] regresó a su habitación,VPN
154,este día el niño y su hermanos fueron con sus padres a un restaurante,VPN
155,cuando está brincando,V
155,caminando pero también al mismo tiempo está saltando un poco,V
155,caminando pero también al mismo tiempo está saltando un poco,V
155,un poco de caminar y un poco de saltar ,V
155,un poco de caminar y un poco de saltar ,V
155,&um señor Bean <escapó de la> [//] escapa de la coche,VPN
155,y por eso escapó por la (1)ventana <de la> [/] <de la> [/] de la puerta ,VPN
155,está saltando por uno pie en este (1)video por la calle,VPN
155,&um señor Bean pasa por la entrada de [//] del centro comercial,VPN
155,que está saltando la línea para entrar el centro comercial &um antes de todo el mundo,VN
155,que está saltando la línea para entrar el centro comercial &um antes de todo el mundo,VN
155,pero sí está muy feliz para saltar la línea,VN
155,y sigue caminando ,V
155,y &um en este (1)video &um &um de repente un mano &um se cayó de [/] de [//] del trampolín,VPN
155,y &um de repente el otro &um se cayó,V
155,y señor Bean se cayó de [//] del trampolín ,VPN
155,y está posiblemente para [/] para montar el tren,VN
155,&um señor Bean camina hacia un túnel ,VPN
155,pero camina por el túnel ,VPN
155,que &um pasa mucho tiempo para [/] para bajar las escaleras,VN
155,no sé la palabra para [/] para describir como [/] como se (1)mueve ,V
155,pero &um está [/] está (1)moviéndose en una forma muy raro para [/] para ser +…,V
155,camina lentamente y hasta un momento +…,V
155,camina lentamente y +…,V
155,dónde [/] dónde él se (1)mueve .,V
155,los [//] las (1)ovejas &um se (2)mueven en opuesto dirección,VPN
155,&um señor Bean &um monta el tren,VN
155,no es saltar pero +…,V
155,puede ser saltar en la cama y &um arriba y bajo .,VPN
155,y entrar &um del centro comercial,VPN
155,y &um el [/] el cochecito está subiendo al cielo &um debido a [/] a los globos,VPN
155,y está caminando pero,V
155,y &um está [/] &um está caminando <hacia la> [//] hacia el trampolín,VPN
155,&um <señor Bean está> [/] señor Bean está &um saltando <en una> [//] en uno pie por una pie,V
155,por eso está saltando por su pie izquierda &um sí,V
155,&um y está saltando por su habitación,VPN
155,&um está [/] está saltando,V
155,saltando y # saltando y sonriendo ,V
155,&um señor Bean está caminando por la carretera ,VPN
155,y [/] y está [/] está caminando,V
155,pero sí está caminando,V
155,señor Bean está bajando las escaleras,VN
155,y [/] y &um subiendo y bajando en la cama .,V
155,está brincando en un círculo,V
155,señor Bean &um <camina hacia la> [//] &um camina por el lado de la piscina ,VPN
155,&um hasta que él [/] él &um alcanzó el tobogán,VN
155,señor Bean sale de su habitación por <la puerta (1)ventana> [//] &um la puerta (2)verde,VPN
155,y &um sí se sale de la habitación,VPN
155,y <está saltando por> [/] saltando por sólo la &um pie izquierda para que se pueda &um arreglar su [/] su pie derecha,V
155,señor Bean &um se entró de su habitación,VPN
155,se entró por la puerta,VPN
155,entró en una manera particular +...,V
155,señor Bean está bailando pero en una forma muy particular de señor Bean,V
155,pero el pañal &um está (1)volando por el aire,VPN
155,y sí el [/] el pañal está (1)volando,V
155,el hombre (1)llevando <una traje negro> [/] una traje negro &um se cayó al suelo de repente,VPN
155,y sin [/] &um sin mucha sin mucho contexto se cayó,V
155,se cayó al suelo,VPN
155,y Mr Bean está [/] está (1)moviéndose muy muy lentamente hasta que pueda (2)ver la piscina desde la plataforma,V
155,bueno &um señor Bean entró de una fotomatón &um para tomar fotos,VPN
155,que se entró para tomar fotos en el fotomatón,V
155,señor Bean sube las escaleras,VN
155,&um <señor Bean> [/] señor Bean salió de su coche,VPN
155,y bueno se salió del [/] del coche,VPN
155,salió del coche,VPN
155,y &um y después &um <se entró de la tienda> [//] entró en la tienda de xxx,VPN
155,<señor Bean> [/] señor Bean está (1)moviendo [//] (2)moviéndose en la cama,VPN
155,y está (1)moviéndose,V
155,y está (1)moviéndose su cuerpo en una forma muy extraña muy muy rara,V
155,pero &um bueno está (1)moviéndose,V
155,y está [/] está saltando por [//] &um durante todo [/] todo el (1)video,V
155,no [/] <no podría> [/] no podría montar el tren,VN
155,que <hay una> [/] un oficial de [/] de las boletas de [//] para entrar de [//] del tren,VPN
155,&um está [/] <está parado en> [//] está parado &um por el lado <de la> [/] de la calle,VPN
155,señor Bean está caminando por el calle,VPN
155,señor Bean está caminando por el andén,VPN
155,pero sí está [/] está subiendo las escalers [: escaleras] [*],VN
155, <él está siguiendo> [/] él está siguiendo [: persiguiendo] [*] señor Bean ,VN
155,y están [/] están caminando por [/] por [/] por el [^ eng: studio] ,VPN
155,señor Bean está sal(tando) [/] saltando en el andén,VPN
155,pero está brincando un poquito,V
155,señor Bean sale del coche en este (1)video &um,VPN
155,ero señor Bean sale del coche,VPN
155,<que se senta [: se sienta] [*]> [//] que senta no no en el centro,VPN
155,pero está [/] está caminando al (1)revés &um en el andén,VPN
155,pero la dentista se cayó al piso se cayó y también su +/.,VPN
155,pero la dentista se cayó al piso se cayó y también su +/.,V
155,pero señor Bean está [//] se está (1)moviendo por el piso,VPN
155,y está [/] está (1)moviendo &um +...,V
155,señor Bean en(tra),V
155,en este (1)video señor Bean entra de un laboratorio de química,VPN
155,y [/] y se entró del laboratorio,VPN
155,señor Bean sale del fotomatón,VPN
155,pero sale y +...,V
155,sale la entrada del fotomatón,VN
155,solamente sale,V
155,señor Bean entró a la peluquería en este (1)video ,VPN
155,y entra a la peluquería,VPN
155,y se senta [: se sienta] [*] no,V
155,cuando [/] cuando se (1)levanta,V
155,pero <señor Bean está> [/] señor Bean está caminando &um para atrapar la gallina,V
155,señor Bean está caminando hacia la carretera,VPN
155,y señor Bean está andando,V
155,señor Bean está saltando por [/] por un pie en la calle,VPN
155,y por eso está saltando por una pie en la calle,VPN
155,señor Bean está huyendo del perro,VPN
155,pero señor Bean está montando un &um +...,VN
155,señor Bean &um está caminando,V
155,señor Bean está subiendo las escaleras &um las escaleras de los andenes del [/] del piscina,VN
155,<está subiendo> [//] está subiéndolas,V
155,pero bueno la gallina está [/] está huyendo de [/] de señor Bean ,VPN
155,está caminando con +...,V
155,está [/] está caminando y sus manos +...,V
155,señor Bean está saltando en la cama ,VPN
155,y está saltando en la cama,VPN
155,y está corriendo hasta un edificio,VPN
155,pero no está cam(inando) [/] caminando exactamente,V
155,porque está (1)moviéndose un poco más rápido que un camino,V
155,pero no está corriendo &um tampoco sí pero,V
155,y &um <sale de la coche> [//] &um sale del coche,VPN
155,otra (1)vez señor Bean está saltando de una pie,V
155,y entro [/] entré [//] entra [/] entra la sala,VN
155,señor Bean está corriendo en este (1)video,V
155,el sombrero (1)vuela por el cielo en este (2)video,VPN
155,un hombre (1)llevando una traje negro &um <se cayó al suelo> [//] se cae al suelo en este (2)video,VPN
155,sí se cae como +...,V
155,y está (1)moviéndose por el andén # y tan rápido también,VPN
155,y entonces entra la habitación,VN
155,señor Bean sube las escaleras en este (1)video,VN
155,señor Bean sale de un buzón,VPN
155,y ahorita se (1)va,V
155,y salí [//] sale del buzón,VPN
155,señor Bean entra el edificio,VN
155,y está corriendo también,V
155,señor Bean está saltando por una pie en este (1)video,V
155,no quiere llegar tarde,V
155,señor Bean está caminando por la calle,VPN
155,y &um está casando su zapato por saltando de una pie en la calle,VPN
155,y señor Bean está corriendo [/] &um corriendo por la manta en círculos corriendo en cír(culos) [/] cír(culos) [/] círculos,VPN
155,que está huyendo algo,VN
155,señor Bean está caminando por el centro de un [/] un calle,VPN
155,y está [/] está caminando entre [/] &um entre [/] entre la [//] el tráfico,VPN
155,y está corriendo,V
155,señor Bean está saltando por un libro,VPN
155,y está saltando por el libro,VPN
155,y por eso &um ellos caminaban <a un> [/] a un lago,VPN
155,un día la [/] la rana quisiera escapar de [//] del [//] del jarro ,VPN
155,y por la noche cuando el niño y su [/] su perro es(taban) [/] estaban durmiéndose la rana se escapó del jarro en una forma muy discreto,VPN
155,y &um la [/] la luz de la luna &um <ins(pirado) [: inspiró] [*]> [/] inspirado [: inspiró] [*] a él para escapar,V
155,y desafortunadamente de repente el perro se cayó del [//] de la (1)ventana al [/] al suelo,VPN
155,y desafortunadamente de repente el perro se cayó del [//] de la (1)ventana al [/] al suelo,VPN
155,y el árbol se (1)mueve a causa del perro,V
155,debido al perro y sus acciones la [/] la panal de abejas <y las> [/] y las abejas se cayeron al suelo,VPN
155,y por eso el [/] el perro se [/] se huyó de las abejas ,VPN
155,y el niño se cayó del [/] del árbol cuando [/] &um cuando el búho &um se [/] se (1)va del hueco,VPN
155,y el niño se cayó del [/] del árbol cuando [/] &um cuando el búho &um se [/] se (1)va del hueco,VPN
155,y luego &um el niño [/] el niño sigue [/] sigue gritando y monta a una piedra para gritar ,VPN
155,un [/] un (1)venado &um se apareció cerca de las piedras,VPN
155,a continuación el (1)venado &um empezó a [/] a caminar ,V
155,pero el niño y su perro &um <se cayeron> [/] &um se cayeron desde el preci(picio) [/] precipicio,VPN
155,y desafortunadamente &um se cayeron en un estanque,VPN
155,ellos [/] ellos salieron,V
155,sí están cayendo [//] cayéndose en este escena,VPN
155,ellos (1)viajaban &um por camina [: camino] [*],VPN
155,y con consecuencia el niño se cayó &um a causa del tronco ,V
155,y la red y la cubeta y la perro &um <todos se ca(yeron)> [/] todos se cayeron,V
155,todos se cayeron al [//] en el estanque,VPN
155,la cabeza se entró primera al estanque,VPN
155,y la rana se escapó <con su> [/] &um con su salta,V
155,y &um el niño &um caminó <hasta un lado> [//] hacia un lado,VPN
155,y &um caminaban por el tronco ,VPN
155,y la rana se escapó,V
155,&um durante el confuso la rana se escapó,V
155,y ellos [/] &um ellos caminaban fuera del estanque,VPN
155,&um la rana siguió las huellas,VN
155,la rana subió las escaleras hasta que encontró la bañera,VN
155,y de repente la rana &um se huyó de la cubeta,VPN
155,y también se cayó las gafas del hombre,V
155,el hombre se cayó al [/] al suelo,VPN
155,y &um por eso la [/] la rana se huyó de la escena,VPN
155,el hombre se cayó al suelo ,VPN
155,&um y la rana después de eso la rana &um se senta [: sienta] [*] en la sentaba en la rama de árbol en una rama de árbol,VPN
155,y [/] &um y por eso su madre &um su madre llegó a su madre y ,VPN
155,y también la rana <está nadando> [/] &um está nadando para escapar de la <cina [: escena] [*]> [//] escena,V
155,y también la rana <está nadando> [/] &um está nadando para escapar de la <cina [: escena] [*]> [//] escena,VPN
155,y el cochecito se cayó al suelo .,VPN
155,y &um la rana &um empezó a huir del [/] del gato,VPN
155,y después de ese día muy interesante al parque &um el niño y su rana tortuga y perro &um salieron del parque por fin,VPN
155,y la rana <está saltando> [//] estaba saltando por el bote de basura .,VPN
155,el gato está huyendo del perro,VPN
155,porque estaba saliendo con su familia con su padre su madre y su hermana,V
155,la familia salió a un restaurante &um muy cara,VPN
155,y de repente &um durante la cena la rana saltó del [/] del bolsillo,VPN
155,&um y estaba voliendo [: (1)volando] [*] por el saxofón ,VPN
155,se cayó la rana <en la cara del> [//] al [//] a la cara del músico ,VPN
155,y desafortunadamente <el músico> [/] el músico también se cayó,V
155,pero el músico se cayó en el tambor,VPN
155,y la rana se escapó [/] escapó por saltando fuera de la situación,V
155,y la rana se escapó [/] escapó por saltando fuera de la situación,VPN
155,y también estaba saltando por [//] en la ensalada,VPN
155,esa mujer se [/] se cayó de sus silla,VPN
155,y otra (1)vez la rana se escapó,V
155,y mientras esa estaba corriendo,V
155,también la copa se cayó,V
155,&um pero la rana desafortunadamente se cayó en un [//] una copa de un hombre,VPN
155,la familia (1)tuve [//] (2)tuvieron que salir,V
155,pero esa momento de [/] de felicidad <se iba rápidamente> [//] se fue rápidamente,V
155,porque (1)tuvieron que salir,V
155,estaba manejando,V
155,el padre dijió [: dijo] [*] al niño &um regresar a su cuarto con el perro y el tortuga,VPN
155,y dirigió a regresar a su cuarto como un castigo,VPN
156,y [/] y &um subiendo y bajando en la cama .,VPN
156,primero él no debe correr fuera de una piscina,VPN
156,&um pues <él corr(e)> [//] <él corría> [/] él corría hacia el trampolína [: trampolín] [*] ,VPN
156,y necesita &um usar la (1)ventana &um en la puerta para salir,V
156,pero él [/] &um él sale,V
156,&um él camina <en un> [//] en una carretera ,VPN
156,que [/] <&um que ha subía> [//] que ha subido &um en el cielo,VPN
156,y espero que la persona en el cochecito &um pueda [/] pueda (1)volver [/] (2)volver &um a la tierra,VPN
156,señor Bean fue encima de el trampolín,VPN
156,y cae,V
156,no ha cayado [: caido] [*] de el trampolín hacia el agua de la piscina,VPN
156,porque él [/] <él cae> [//] él <caí [: cayó] [*]> [//] cae no él caí [: cayó] [*],V
156,en ese (1)video señor Bean &um (2)va [//] se (3)va el dormitorio,VN
156,&um el [/] el perro corre alrededor de las (1)ovejas en dirección,VPN
156,a (1)veces el perro camina y +...,V
156,en ese (1)video señor Bean finalmente puede &um entrar el tren,VN
156,hay [/] &um &um <antes de él> [/] antes de él entra el tren,VN
156,sí y entra el tren antes de el tren &um +…,VN
156,y el tren está llegando en la estación,VPN
156,él quiere el tren &um él quiere el tren &um ven [: (1)viene] [*] [//] vene [: (2)viene] [*] [//] vene [: (3)viene] [*] aquí ahora,VN
156,pero él está tratando caminar &um &um <de un pie de> [/] un pie sola en un pie,V
156,pero sí el coche está parado .,V
156,y está saltando,V
156,&um pues [/] pues él corría hacia &um el tobogán .,VPN
156,y &um lo subía sí ,VN
156,y <él &um salía> [//] él sale su habitación &um por el [//] la puerta (1)verde,VN
156,&um en ese (1)video &um señor Bean &um entra [//] entraba no,V
156,señor Bean entra un &um su habitación,VN
156,y camin(a) [//] caminaba encima de <el habitación> [//] la habitación,VPN
156,&um &um el [/] el pañal &um es &um su(bía) [/] subía en el aire &um con los nubes,VPN
156,se [/] se cae &um contra el suel(o) [/] suelo,VPN
156,&um él está (1)mueve muy lentamente &um con(tra) [/] &um sí contra el piso en su traje de baño naranja,VPN
156,&um y parece un poquito (1)nervioso para saltar de [^ eng: diving board] herramienta de [^ eng: diving],VPN
156,y entra encima de el estación para tomar fotos de él,VPN
156,&um señor Bean sube la escalera muy rápido con su maleta en su mano,VN
156,y pasa el hombre de [//] &um del hotel,VN
156,&um y él &um sigue señor Bean alrededor &um la habitación enfrente de todos los &um los otros estudiantes las [//] los demás,VPN
156,que él quiere entrar la tienda,VN
156,<él &um gir(ar)> [/] él gir(ar) girar él giraba a la derecha,VPN
156,<y entraba> [//] &um y entró &um por las puertas &um,VPN
